"20210";"18731";"14055";"11641";"11641";"10047";"9354";"9354";"8957";"8957";"8752";"7258";"7258";"7258";"7258";"7165";"6137";"6137";"6137";"5642";"5642";"5642";"5642";"5642";"5474";"5474";"5474";"5474";"5474";"5474";"5474";"5474";"5474";"5474";"5256";"5256";"5256";"5256";"5256";"5256";"5256";"5256";"5256";"5146";"5146";"5146";"5146";"5077";"5077";"5077";"5077";"5077";"5077";"5077";"4972";"4972";"4972";"4972";"4972";"4972";"4972";"4972";"4972";"4970";"4970";"4970";"4970";"4970";"4970";"4970";"4970";"4970";"4970";"4970";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4968";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4902";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4892";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549";"4549"
"18637";"13237";"13075";"13075";"11883";"10410";"10410";"10410";"10410";"9813";"9635";"6981";"6981";"6981";"6981";"6742";"6145";"6145";"5816";"5816";"5816";"5816";"5466";"5466";"5466";"5466";"5466";"5466";"5133";"5133";"5133";"5133";"5133";"5133";"5133";"5133";"5133";"5133";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4864";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4844";"4788";"4782";"4782";"4782";"4782";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4670";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668";"4668"
"19545";"16261";"12681";"11500";"11500";"9428";"9428";"9428";"9428";"9428";"9101";"7420";"7420";"7168";"7168";"6551";"6551";"6441";"6441";"6334";"6334";"5803";"5803";"5803";"5694";"5694";"5694";"5694";"5694";"5686";"5686";"5686";"5686";"5686";"5686";"5686";"5686";"5686";"5639";"5639";"5639";"5639";"5639";"5356";"4938";"4938";"4938";"4938";"4913";"4913";"4913";"4913";"4913";"4913";"4770";"4770";"4770";"4770";"4770";"4770";"4770";"4766";"4766";"4766";"4766";"4766";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4686";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4683";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4664";"4533";"4533";"4533";"4533";"4533";"4533";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488";"4488"
"16268";"14245";"14245";"12323";"10740";"10740";"10740";"10740";"10740";"9718";"7556";"7556";"7556";"7556";"7214";"7214";"7214";"6679";"6679";"6679";"6679";"6679";"6679";"6679";"6679";"6679";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"6181";"5547";"5547";"5547";"5547";"5547";"5547";"5547";"5320";"5320";"5320";"5309";"5309";"5273";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"5236";"4911";"4911";"4911";"4911";"4911";"4911";"4911";"4911";"4911";"4727";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4714";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708";"4708"
"17490";"15709";"13030";"10632";"10632";"10456";"9422";"9422";"8906";"7846";"7846";"7846";"7846";"7846";"7090";"7090";"6251";"6251";"6251";"6116";"5952";"5952";"5952";"5952";"5952";"5952";"5797";"5797";"5797";"5797";"5797";"5582";"5582";"5582";"5582";"5582";"5582";"5582";"5582";"5400";"5400";"5400";"5400";"5400";"5400";"5400";"5400";"5400";"5286";"5282";"5282";"5273";"5238";"5238";"5238";"5238";"5238";"5238";"5238";"5238";"5137";"5137";"4943";"4943";"4943";"4943";"4943";"4943";"4848";"4848";"4848";"4848";"4848";"4848";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4705";"4634";"4634";"4634";"4634";"4634";"4634";"4587";"4587";"4587";"4587";"4587";"4587";"4587";"4587";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522";"4522"
"17123";"15364";"14012";"11057";"11057";"11057";"10577";"10106";"10106";"10106";"8237";"6730";"6730";"6318";"6244";"6244";"6244";"6244";"6244";"6244";"6244";"6244";"6210";"6210";"6171";"6171";"5665";"5665";"5665";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5449";"5278";"5278";"5278";"5278";"5278";"5278";"5278";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5196";"5091";"5091";"5091";"5091";"5091";"5091";"5091";"5091";"5091";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"5059";"4932";"4932";"4932";"4932";"4932";"4932";"4932";"4932";"4932";"4932";"4932";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4927";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922";"4922"
"16883";"14049";"14049";"11152";"10990";"10990";"9908";"9908";"9012";"8915";"8732";"8722";"7552";"6832";"6435";"6435";"6086";"6086";"5715";"5697";"5697";"5685";"5550";"5550";"5550";"5550";"5550";"5550";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5362";"5281";"5281";"5281";"5281";"5281";"5281";"5281";"5281";"5178";"5178";"5178";"5178";"5135";"5135";"5135";"5135";"5135";"5135";"5135";"5135";"5135";"5135";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5082";"5038";"5038";"5038";"5038";"5038";"5038";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5037";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036";"5036"
"18092";"13248";"13195";"12136";"12136";"12136";"11732";"8818";"8107";"8107";"8107";"8107";"8107";"7652";"6881";"6881";"6674";"5673";"5673";"5673";"5673";"5673";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5177";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5076";"5026";"5026";"5026";"5026";"5026";"5026";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4998";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949";"4949"
"18558";"16647";"14371";"10705";"10705";"10705";"10705";"10705";"10582";"9269";"9269";"9104";"7773";"7084";"7084";"7084";"7084";"7084";"7084";"7084";"6385";"6119";"5748";"5748";"5748";"5748";"5705";"5705";"5705";"5705";"5705";"5705";"5705";"5705";"5705";"5705";"5705";"5473";"5473";"5473";"5473";"5473";"5473";"5473";"5443";"5443";"5443";"5443";"5443";"5443";"5443";"5414";"5414";"5361";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4934";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4925";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750";"4750"
"17304";"15781";"13205";"13205";"12755";"8377";"8377";"8377";"8377";"7659";"7659";"7659";"6581";"6581";"6581";"6581";"6581";"6581";"5756";"5699";"5699";"5699";"5699";"5416";"5416";"5416";"5416";"5232";"5232";"5232";"5232";"5232";"5232";"5218";"5218";"5218";"5218";"5218";"5203";"5203";"5203";"5203";"5203";"5203";"5203";"5203";"5203";"5203";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"5152";"4908";"4908";"4874";"4874";"4874";"4854";"4854";"4854";"4854";"4854";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4756";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744";"4744"
